ClientId;DataExtracao;Score_Credito;Estado;GÃªnero;Idade;Tempo_Cliente;limite_credito_mercado;Qte_Categorias;Usa_Cartao_Credito;Programa_Fidelidade;sum_pedidos_acumulado;DataUltimaTransacao;churn
348290;30/06/2019;544;São Paulo;Feminino;32;9;1,107.28;1;1;1;60.67;29/10/2019;0
348291;30/06/2019;614;São Paulo;Feminino;41;8;1,215.58;1;1;1;2.5;28/10/2019;0
348292;30/06/2019;453;Minas Gerais;Feminino;38;8;1,206.23;1;1;0;540.41;14/10/2019;0
348293;30/06/2019;471;São Paulo;Feminino;58;4;1,147.14;1;1;1;151.31;25/10/2019;0
348294;30/06/2019;829;Minas Gerais;Feminino;37;3;1,034.58;1;0;0;4.64;01/10/2019;0
348295;30/06/2019;754;Minas Gerais;Masculino;57;2;1,011.35;2;1;1;295.64;08/10/2019;0
348296;30/06/2019;749;Minas Gerais;Masculino;46;10;781.36;2;1;1;306.13;16/10/2019;0
348297;30/06/2019;667;São Paulo;Masculino;23;1;0.;2;1;0;381.55;25/10/2019;0
348298;30/06/2019;670;Rio de Janeiro;Masculino;30;3;1,334.46;1;0;0;13.15;08/10/2019;0
348299;30/06/2019;670;São Paulo;Feminino;33;7;0.;2;1;1;367.45;09/10/2019;0
348300;30/06/2019;623;Minas Gerais;Feminino;48;1;1,080.76;1;1;0;495.23;19/07/2019;1
348301;30/06/2019;571;São Paulo;Masculino;32;5;1,313.54;1;1;0;521.9;19/10/2019;0
348302;30/06/2019;641;Minas Gerais;Feminino;37;7;629.75;2;0;1;162.57;20/10/2019;0
348303;30/06/2019;551;Minas Gerais;Feminino;30;2;1,433.4;1;1;0;607.49;11/10/2019;0
348304;30/06/2019;741;Minas Gerais;Masculino;36;8;1,169.93;2;1;0;703.4;09/10/2019;0
348305;30/06/2019;472;São Paulo;Masculino;31;4;586.63;2;0;1;305.51;03/10/2019;0
348306;30/06/2019;650;Rio de Janeiro;Masculino;41;3;1,288.09;3;0;0;473.66;23/07/2019;1
348307;30/06/2019;625;São Paulo;Masculino;45;7;1,375.55;1;0;0;519.2;18/10/2019;0
348308;30/06/2019;650;Minas Gerais;Masculino;34;4;1,423.93;1;1;1;46.99;29/10/2019;0
348309;30/06/2019;535;São Paulo;Feminino;38;8;0.;2;1;0;569.25;26/10/2019;0
348310;30/06/2019;649;São Paulo;Feminino;41;2;1,257.85;1;1;1;293.85;05/10/2019;0
348311;30/06/2019;689;São Paulo;Masculino;22;4;1,364.44;1;1;0;216.58;26/09/2019;1
348312;30/06/2019;694;Rio de Janeiro;Masculino;38;7;1,215.27;1;1;0;472.84;30/10/2019;0
348313;30/06/2019;655;Minas Gerais;Masculino;52;9;1,446.97;1;1;1;204.27;24/10/2019;0
348314;30/06/2019;620;São Paulo;Masculino;36;8;0.;2;1;1;608.07;13/10/2019;0
348315;30/06/2019;577;São Paulo;Feminino;35;10;0.;2;1;1;104.84;29/10/2019;0
348316;30/06/2019;401;Minas Gerais;Masculino;48;8;1,281.4;1;1;0;732.31;15/09/2019;1
348317;30/06/2019;599;São Paulo;Masculino;25;6;1,203.83;1;1;1;103.76;19/10/2019;0
348318;30/06/2019;481;São Paulo;Feminino;57;9;0.;3;1;1;707.16;28/09/2019;1
348319;30/06/2019;704;São Paulo;Masculino;42;8;1,297.35;2;1;1;748.19;16/10/2019;0
348320;30/06/2019;698;Rio de Janeiro;Feminino;31;8;1,850.78;1;0;0;480.57;10/09/2019;1
348321;30/06/2019;480;São Paulo;Feminino;28;6;0.;2;0;0;200.55;06/10/2019;0
348322;30/06/2019;682;São Paulo;Masculino;42;0;0.;1;1;1;670.12;20/10/2019;0
348323;30/06/2019;700;Rio de Janeiro;Masculino;31;7;0.;2;0;1;604.8;22/10/2019;0
348324;30/06/2019;492;São Paulo;Masculino;29;1;1,445.92;1;1;1;817.89;26/10/2019;0
348325;30/06/2019;444;São Paulo;Feminino;45;4;0.;2;1;0;673.56;09/07/2019;1
348326;30/06/2019;624;São Paulo;Masculino;36;6;0.;2;0;0;352.65;21/10/2019;0
348327;30/06/2019;709;São Paulo;Masculino;37;7;0.;1;1;0;664.53;08/10/2019;0
348328;30/06/2019;557;Minas Gerais;Masculino;68;2;1,001.94;1;1;1;160.82;17/10/2019;0
348329;30/06/2019;646;Minas Gerais;Masculino;50;6;1,452.95;2;1;1;115.89;24/10/2019;0
348330;30/06/2019;719;Minas Gerais;Masculino;28;3;1,060.7;2;1;1;766.22;20/10/2019;0
348331;30/06/2019;706;Minas Gerais;Feminino;47;6;1,206.22;1;1;1;586.68;21/10/2019;0
348332;30/06/2019;660;São Paulo;Masculino;38;7;0.;2;0;1;610.77;26/10/2019;0
348333;30/06/2019;667;São Paulo;Masculino;36;9;0.;2;1;1;166.93;27/10/2019;0
348334;30/06/2019;705;São Paulo;Masculino;30;1;0.;1;1;1;755.42;21/10/2019;0
348335;30/06/2019;598;Minas Gerais;Feminino;27;10;1,712.84;1;1;1;350.57;05/10/2019;0
348336;30/06/2019;669;São Paulo;Masculino;26;4;0.;2;1;1;823.31;21/10/2019;0
348337;30/06/2019;580;Minas Gerais;Feminino;38;1;1,282.18;1;1;0;524.81;23/09/2019;1
348338;30/06/2019;676;São Paulo;Feminino;32;5;0.;2;1;1;314.44;01/10/2019;0
348339;30/06/2019;714;Minas Gerais;Masculino;28;7;777.76;1;1;0;740.57;01/10/2019;0
348340;30/06/2019;597;Minas Gerais;Feminino;72;6;1,249.78;2;1;1;29.77;11/10/2019;0
348341;30/06/2019;559;São Paulo;Masculino;29;1;0.;2;0;0;648.5;09/10/2019;0
348342;30/06/2019;564;São Paulo;Feminino;28;1;0.;1;1;1;676.78;10/10/2019;0
348343;30/06/2019;850;Rio de Janeiro;Masculino;51;3;1,098.;2;1;1;51.91;30/09/2019;0
348344;30/06/2019;689;São Paulo;Masculino;39;7;0.;2;0;0;62.15;21/10/2019;0
348345;30/06/2019;758;Minas Gerais;Feminino;61;8;1,253.97;1;1;0;759.1;05/07/2019;1
348346;30/06/2019;604;Rio de Janeiro;Feminino;71;10;0.;2;1;1;541.6;26/10/2019;0
348347;30/06/2019;733;Minas Gerais;Masculino;38;9;1,113.47;2;0;1;811.97;07/10/2019;0
348348;30/06/2019;778;Rio de Janeiro;Masculino;40;8;1,042.91;2;1;1;489.61;05/10/2019;0
348349;30/06/2019;732;Minas Gerais;Feminino;61;9;948.67;2;1;1;656.37;21/09/2019;1
348350;30/06/2019;646;São Paulo;Masculino;24;8;0.;2;0;0;385.89;04/10/2019;0
348351;30/06/2019;597;São Paulo;Feminino;33;6;1,357.04;2;0;0;311.88;15/10/2019;0
348352;30/06/2019;821;Minas Gerais;Feminino;37;5;1,064.54;2;0;1;530.89;19/10/2019;0
348353;30/06/2019;640;São Paulo;Masculino;43;7;1,324.12;1;0;0;289.93;26/08/2019;1
348354;30/06/2019;511;Minas Gerais;Feminino;40;9;1,244.02;1;1;0;828.39;07/07/2019;1
348355;30/06/2019;805;São Paulo;Masculino;46;6;1,180.22;3;1;0;677.68;24/07/2019;1
348356;30/06/2019;540;Minas Gerais;Masculino;39;1;825.31;1;1;0;475.39;16/10/2019;0
348357;30/06/2019;705;Rio de Janeiro;Masculino;44;0;1,845.52;1;1;0;286.92;05/09/2019;1
348358;30/06/2019;540;Minas Gerais;Masculino;39;4;1,272.78;1;1;1;67.29;18/10/2019;0
348359;30/06/2019;532;Rio de Janeiro;Feminino;66;3;0.;1;1;1;480.11;26/10/2019;0
348360;30/06/2019;535;São Paulo;Feminino;45;2;0.;2;0;1;710.92;27/10/2019;0
348361;30/06/2019;627;Minas Gerais;Masculino;23;5;1,842.45;1;1;0;429.58;04/10/2019;0
348362;30/06/2019;646;São Paulo;Masculino;52;8;596.69;1;0;0;718.73;25/07/2019;1
348363;30/06/2019;515;São Paulo;Feminino;25;7;795.44;1;0;1;161.55;13/10/2019;0
348364;30/06/2019;697;São Paulo;Feminino;39;6;1,515.53;1;1;1;187.28;14/10/2019;0
348365;30/06/2019;652;Minas Gerais;Masculino;27;2;1,665.28;2;0;1;608.37;26/10/2019;0
348366;30/06/2019;579;Minas Gerais;Masculino;28;6;1,503.29;1;1;0;606.49;18/10/2019;0
348367;30/06/2019;760;São Paulo;Masculino;43;8;1,219.12;1;1;0;805.47;09/10/2019;0
348368;30/06/2019;769;São Paulo;Masculino;51;9;1,567.74;2;1;0;167.74;29/10/2019;0
348369;30/06/2019;498;Rio de Janeiro;Masculino;29;8;1,278.64;1;1;1;194.49;27/10/2019;0
348370;30/06/2019;774;São Paulo;Masculino;53;4;1,137.09;1;1;1;641.2;04/07/2019;1
348371;30/06/2019;705;Minas Gerais;Feminino;43;7;799.75;1;1;1;429.62;20/10/2019;0
348372;30/06/2019;648;São Paulo;Feminino;44;2;0.;2;1;1;244.38;16/10/2019;0
348373;30/06/2019;688;São Paulo;Feminino;51;5;0.;1;1;0;381.77;08/07/2019;1
348374;30/06/2019;592;Rio de Janeiro;Masculino;38;0;0.;1;1;0;274.94;14/07/2019;1
348375;30/06/2019;705;São Paulo;Masculino;33;3;1,444.28;2;1;0;474.35;09/10/2019;0
348376;30/06/2019;654;São Paulo;Masculino;42;7;992.63;1;1;1;281.7;11/10/2019;0
348377;30/06/2019;624;São Paulo;Feminino;32;2;793.69;2;1;1;606.13;12/10/2019;0
348378;30/06/2019;594;São Paulo;Feminino;30;10;0.;2;1;1;516.97;04/10/2019;0
348379;30/06/2019;695;Rio de Janeiro;Feminino;34;9;0.;2;1;1;281.26;09/10/2019;0
348380;30/06/2019;597;São Paulo;Masculino;28;2;0.;3;1;1;327.95;12/10/2019;0
348381;30/06/2019;758;São Paulo;Feminino;52;7;1,250.96;1;1;0;713.29;20/07/2019;1
348382;30/06/2019;737;Minas Gerais;Feminino;40;2;1,624.86;2;1;0;622.42;11/10/2019;0
348383;30/06/2019;694;Minas Gerais;Masculino;37;1;956.69;2;1;0;418.06;09/10/2019;0
348384;30/06/2019;683;São Paulo;Masculino;25;4;0.;2;1;0;636.24;24/10/2019;0
348385;30/06/2019;538;Rio de Janeiro;Feminino;30;8;0.;2;1;1;171.64;15/10/2019;0
348386;30/06/2019;669;São Paulo;Masculino;37;4;0.;1;1;0;552.25;18/10/2019;0
348387;30/06/2019;730;São Paulo;Feminino;34;5;741.97;2;1;0;403.65;09/10/2019;0
348388;30/06/2019;622;São Paulo;Feminino;31;1;896.89;1;1;1;634.61;02/10/2019;0
348389;30/06/2019;714;Rio de Janeiro;Feminino;33;10;1,031.21;2;1;1;206.97;01/10/2019;0
348390;30/06/2019;569;Rio de Janeiro;Feminino;34;3;0.;1;1;0;558.32;19/10/2019;0
348391;30/06/2019;668;Minas Gerais;Feminino;59;5;1,201.7;1;0;1;210.23;15/10/2019;0
348392;30/06/2019;628;São Paulo;Masculino;32;9;1,491.36;2;1;1;68.34;23/10/2019;0
348393;30/06/2019;600;São Paulo;Masculino;40;1;1,411.37;1;1;1;282.52;28/10/2019;0
348394;30/06/2019;693;São Paulo;Feminino;43;4;1,523.42;1;1;0;38.51;25/10/2019;0
348395;30/06/2019;704;São Paulo;Masculino;36;7;1,200.27;2;0;1;419.17;04/10/2019;0
348396;30/06/2019;527;Rio de Janeiro;Masculino;33;9;1,321.68;1;0;0;411.39;07/10/2019;0
348397;30/06/2019;553;Minas Gerais;Masculino;43;6;852.01;2;1;1;669.06;16/10/2019;0
348398;30/06/2019;575;Rio de Janeiro;Masculino;53;1;849.03;2;0;1;108.4;10/10/2019;0
348399;30/06/2019;626;São Paulo;Feminino;32;0;0.;2;0;0;779.89;19/10/2019;0
348400;30/06/2019;582;São Paulo;Masculino;20;4;0.;1;1;1;232.35;18/10/2019;0
348401;30/06/2019;683;Rio de Janeiro;Masculino;40;8;0.;1;1;0;316.03;12/10/2019;0
348402;30/06/2019;850;São Paulo;Masculino;30;9;1,215.35;1;0;0;167.97;25/10/2019;0
348403;30/06/2019;653;Rio de Janeiro;Masculino;35;6;1,166.63;2;1;1;99.43;30/10/2019;0
348404;30/06/2019;679;São Paulo;Masculino;60;8;0.;2;1;1;214.09;06/10/2019;0
348405;30/06/2019;549;Minas Gerais;Feminino;49;6;1,248.29;1;0;1;389.8;04/10/2019;0
348406;30/06/2019;850;Rio de Janeiro;Feminino;36;2;1,551.81;2;0;0;705.9;13/10/2019;0
348407;30/06/2019;558;Minas Gerais;Feminino;32;1;1,082.63;1;1;1;28.9;05/10/2019;0
348408;30/06/2019;528;Rio de Janeiro;Masculino;40;4;0.;2;1;0;105.83;05/10/2019;0
348409;30/06/2019;801;São Paulo;Masculino;38;5;0.;2;1;0;276.07;19/10/2019;0
348410;30/06/2019;513;Rio de Janeiro;Masculino;48;2;0.;1;1;1;477.95;29/08/2019;1
348411;30/06/2019;666;Minas Gerais;Masculino;38;6;998.13;2;1;1;659.82;06/10/2019;0
348412;30/06/2019;606;São Paulo;Masculino;35;2;1,321.64;1;0;1;686.73;21/10/2019;0
348413;30/06/2019;599;Minas Gerais;Masculino;45;10;1,035.83;1;1;0;550.53;14/09/2019;1
348414;30/06/2019;544;Minas Gerais;Masculino;39;4;1,424.06;2;1;0;610.99;21/10/2019;0
348415;30/06/2019;529;Rio de Janeiro;Masculino;38;7;998.42;2;1;0;376.07;04/08/2019;1
348416;30/06/2019;850;São Paulo;Feminino;41;5;0.;2;1;1;145.11;05/10/2019;0
348417;30/06/2019;497;São Paulo;Masculino;41;9;0.;1;0;0;91.98;17/10/2019;0
348418;30/06/2019;764;São Paulo;Feminino;39;5;810.42;1;0;1;457.52;16/10/2019;0
348419;30/06/2019;603;São Paulo;Feminino;48;5;0.;1;1;0;418.66;26/07/2019;1
348420;30/06/2019;609;São Paulo;Masculino;40;6;0.;2;1;1;405.9;18/10/2019;0
348421;30/06/2019;487;São Paulo;Masculino;53;4;1,996.89;1;1;1;100.87;20/08/2019;1
348422;30/06/2019;748;São Paulo;Masculino;33;1;1,426.45;1;0;0;288.05;11/10/2019;0
348423;30/06/2019;710;Rio de Janeiro;Feminino;75;5;0.;2;1;1;39.07;23/10/2019;0
348424;30/06/2019;432;Minas Gerais;Feminino;45;3;1,102.19;1;1;0;179.36;27/07/2019;1
348425;30/06/2019;534;Rio de Janeiro;Masculino;51;3;0.;2;0;1;86.9;29/10/2019;0
348426;30/06/2019;607;São Paulo;Masculino;25;3;0.;2;0;0;779.37;30/10/2019;0
348427;30/06/2019;551;Rio de Janeiro;Masculino;32;4;0.;2;1;0;222.59;27/10/2019;0
348428;30/06/2019;674;São Paulo;Masculino;45;7;1,420.72;1;1;0;154.22;01/10/2019;0
348429;30/06/2019;525;São Paulo;Feminino;25;6;0.;2;1;0;373.19;16/10/2019;0
348430;30/06/2019;645;Minas Gerais;Masculino;33;8;1,495.65;1;0;0;624.64;27/10/2019;0
348431;30/06/2019;755;São Paulo;Feminino;43;9;0.;2;1;0;75.28;20/10/2019;0
348432;30/06/2019;708;Minas Gerais;Masculino;37;8;1,533.66;1;1;1;112.13;06/10/2019;0
348433;30/06/2019;715;São Paulo;Masculino;21;6;764.67;1;1;1;722.97;17/10/2019;0
348434;30/06/2019;727;São Paulo;Feminino;26;9;1,215.08;1;1;1;611.61;20/10/2019;0
348435;30/06/2019;559;Rio de Janeiro;Feminino;27;1;0.;1;0;1;4.38;12/10/2019;0
348436;30/06/2019;545;Rio de Janeiro;Masculino;36;8;732.11;2;1;0;373.28;03/07/2019;1
348437;30/06/2019;524;São Paulo;Masculino;22;9;0.;2;1;0;310.02;24/10/2019;0
348438;30/06/2019;707;São Paulo;Feminino;55;1;0.;2;0;1;226.71;16/10/2019;0
348439;30/06/2019;671;Rio de Janeiro;Masculino;38;0;926.75;2;1;0;15.2;28/10/2019;0
348440;30/06/2019;439;Rio de Janeiro;Masculino;52;3;961.96;4;1;0;828.64;08/07/2019;1
348441;30/06/2019;667;Minas Gerais;Feminino;36;1;1,143.92;1;1;1;222.55;15/10/2019;0
348442;30/06/2019;831;Minas Gerais;Masculino;32;9;802.63;1;1;0;811.95;05/10/2019;0
348443;30/06/2019;545;Rio de Janeiro;Feminino;33;7;1,733.32;1;1;0;626.89;01/10/2019;0
348444;30/06/2019;604;Rio de Janeiro;Feminino;35;7;1,472.86;1;1;1;240.86;18/10/2019;0
348445;30/06/2019;657;Rio de Janeiro;Masculino;67;5;1,197.85;2;1;1;448.06;06/10/2019;0
348446;30/06/2019;487;Rio de Janeiro;Feminino;36;1;1,401.37;1;1;0;808.64;20/10/2019;0
348447;30/06/2019;750;Minas Gerais;Feminino;52;6;1,074.68;1;1;0;525.97;11/07/2019;1
348448;30/06/2019;694;Minas Gerais;Feminino;37;8;982.18;2;1;0;759.81;20/07/2019;1
348449;30/06/2019;711;Minas Gerais;Feminino;35;2;1,336.08;1;1;1;502.44;25/10/2019;0
348450;30/06/2019;551;São Paulo;Masculino;37;3;0.;2;1;1;210.74;15/10/2019;0
348451;30/06/2019;559;São Paulo;Feminino;38;8;951.39;1;1;1;360.73;24/10/2019;0
348452;30/06/2019;620;São Paulo;Feminino;29;3;0.;2;0;1;639.13;13/10/2019;0
348453;30/06/2019;660;Rio de Janeiro;Masculino;42;5;0.;2;1;0;481.29;28/10/2019;0
348454;30/06/2019;449;São Paulo;Feminino;37;6;0.;2;1;0;342.4;05/10/2019;0
348455;30/06/2019;703;Minas Gerais;Feminino;26;1;973.31;1;1;0;265.49;17/10/2019;0
348456;30/06/2019;795;Minas Gerais;Masculino;37;2;1,392.66;2;1;1;828.11;19/10/2019;0
348457;30/06/2019;594;São Paulo;Feminino;31;9;0.;1;0;1;23.83;15/10/2019;0
348458;30/06/2019;586;Rio de Janeiro;Masculino;34;5;1,680.94;1;0;0;83.58;16/10/2019;0
348459;30/06/2019;613;Minas Gerais;Feminino;30;5;1,315.64;2;1;0;711.;20/10/2019;0
348460;30/06/2019;601;São Paulo;Masculino;44;3;0.;2;1;0;127.53;19/10/2019;0
348461;30/06/2019;657;São Paulo;Masculino;50;9;0.;2;0;0;154.88;07/10/2019;0
348462;30/06/2019;531;São Paulo;Masculino;31;3;0.;1;1;1;177.46;04/10/2019;0
348463;30/06/2019;621;Minas Gerais;Masculino;47;7;1,073.63;1;1;1;278.33;09/10/2019;0
348464;30/06/2019;782;São Paulo;Feminino;33;2;944.93;1;0;1;424.44;09/10/2019;0
348465;30/06/2019;528;Minas Gerais;Feminino;29;9;1,702.14;2;1;0;205.35;21/10/2019;0
348466;30/06/2019;696;São Paulo;Masculino;52;6;1,397.81;1;1;0;114.36;04/09/2019;1
348467;30/06/2019;586;São Paulo;Feminino;35;7;0.;2;1;0;294.84;24/10/2019;0
348468;30/06/2019;626;Rio de Janeiro;Feminino;26;8;1,486.1;3;0;1;435.43;12/08/2019;1
348469;30/06/2019;498;São Paulo;Masculino;73;2;1,702.42;2;1;1;689.2;03/10/2019;0
348470;30/06/2019;691;São Paulo;Feminino;33;1;1,283.07;1;1;1;473.25;10/10/2019;0
348471;30/06/2019;568;São Paulo;Feminino;47;7;0.;2;1;1;191.58;14/10/2019;0
348472;30/06/2019;715;São Paulo;Feminino;35;3;0.;1;1;1;633.38;07/10/2019;0
348473;30/06/2019;680;Minas Gerais;Masculino;32;7;1,754.54;1;0;1;322.29;09/10/2019;0
348474;30/06/2019;802;Rio de Janeiro;Masculino;41;6;0.;2;1;0;197.18;22/10/2019;0
348475;30/06/2019;539;São Paulo;Feminino;22;0;1,008.86;2;1;1;161.55;17/10/2019;0
348476;30/06/2019;494;São Paulo;Masculino;69;9;933.21;1;1;1;102.04;12/10/2019;0
348477;30/06/2019;594;Minas Gerais;Masculino;38;6;631.76;2;1;1;60.28;30/10/2019;0
348478;30/06/2019;596;São Paulo;Masculino;33;2;1,394.52;1;0;0;263.09;06/10/2019;0
348479;30/06/2019;649;São Paulo;Feminino;52;8;491.14;1;1;0;174.41;19/10/2019;0
348480;30/06/2019;699;Minas Gerais;Masculino;32;1;1,239.06;3;1;1;531.02;25/09/2019;1
348481;30/06/2019;787;São Paulo;Feminino;40;6;0.;2;1;1;350.63;07/10/2019;0
348482;30/06/2019;604;São Paulo;Masculino;28;7;0.;2;0;0;244.15;09/10/2019;0
348483;30/06/2019;489;Minas Gerais;Feminino;52;1;1,314.42;1;1;0;155.17;24/09/2019;1
348484;30/06/2019;651;São Paulo;Masculino;56;2;0.;1;1;0;477.18;19/08/2019;1
348485;30/06/2019;698;São Paulo;Masculino;57;6;1,363.25;2;1;1;302.29;03/09/2019;1
348486;30/06/2019;578;Minas Gerais;Feminino;38;4;1,131.5;2;1;0;736.3;14/07/2019;1
348487;30/06/2019;538;Rio de Janeiro;Feminino;42;9;0.;1;0;0;636.9;13/10/2019;0
348488;30/06/2019;696;São Paulo;Feminino;33;4;0.;2;1;1;305.72;08/10/2019;0
348489;30/06/2019;507;Minas Gerais;Feminino;46;8;1,027.85;1;1;1;293.02;16/10/2019;0
348490;30/06/2019;685;Rio de Janeiro;Masculino;34;6;832.64;1;0;0;40.26;16/10/2019;0
348491;30/06/2019;705;Minas Gerais;Masculino;41;4;722.53;2;1;1;593.81;07/10/2019;0
348492;30/06/2019;499;Minas Gerais;Feminino;29;6;1,480.52;1;1;0;494.27;10/10/2019;0
348493;30/06/2019;717;São Paulo;Feminino;76;9;1,384.9;1;1;1;285.;13/10/2019;0
348494;30/06/2019;510;São Paulo;Masculino;63;8;0.;2;1;1;480.38;07/10/2019;0
348495;30/06/2019;632;São Paulo;Masculino;32;6;1,115.89;1;1;1;709.93;10/10/2019;0
348496;30/06/2019;668;Minas Gerais;Feminino;39;0;1,221.05;1;1;0;470.61;21/08/2019;1
348497;30/06/2019;744;Minas Gerais;Masculino;32;4;961.07;1;1;1;332.55;15/10/2019;0
348498;30/06/2019;663;Minas Gerais;Masculino;42;7;1,159.31;1;1;0;82.76;21/10/2019;0
348499;30/06/2019;638;Minas Gerais;Feminino;37;7;1,245.14;2;1;0;660.88;20/10/2019;0
348500;30/06/2019;688;São Paulo;Feminino;54;9;0.;1;1;0;796.72;19/09/2019;1
348501;30/06/2019;588;Rio de Janeiro;Masculino;46;8;0.;1;1;0;258.05;05/10/2019;0
348502;30/06/2019;631;São Paulo;Masculino;33;7;0.;1;1;1;241.85;01/09/2019;1
348503;30/06/2019;687;Rio de Janeiro;Masculino;35;8;1,009.88;2;1;0;92.7;16/10/2019;0
348504;30/06/2019;599;São Paulo;Masculino;44;10;1,185.77;1;1;1;131.04;19/10/2019;0
348505;30/06/2019;718;Rio de Janeiro;Masculino;28;6;0.;2;1;0;611.98;07/10/2019;0
348506;30/06/2019;730;São Paulo;Masculino;27;5;0.;2;1;1;483.67;18/10/2019;0
348507;30/06/2019;533;São Paulo;Feminino;39;2;0.;1;0;1;306.96;30/08/2019;1
348508;30/06/2019;711;Rio de Janeiro;Feminino;28;5;0.;2;1;1;391.5;18/10/2019;0
348509;30/06/2019;555;Rio de Janeiro;Feminino;26;9;0.;2;0;1;662.16;27/10/2019;0
348510;30/06/2019;850;São Paulo;Feminino;42;9;1,133.11;1;1;1;825.81;02/10/2019;0
348511;30/06/2019;678;São Paulo;Feminino;41;9;0.;1;0;0;54.83;17/10/2019;0
348512;30/06/2019;576;São Paulo;Masculino;32;7;0.;2;1;0;19.42;19/10/2019;0
348513;30/06/2019;835;Minas Gerais;Masculino;20;4;1,243.65;1;0;0;750.82;20/09/2019;1
348514;30/06/2019;592;São Paulo;Masculino;42;1;1,472.49;2;1;1;262.6;09/10/2019;0
348515;30/06/2019;774;São Paulo;Masculino;36;7;1,036.88;1;0;1;495.72;29/10/2019;0
348516;30/06/2019;620;São Paulo;Feminino;29;1;1,387.4;2;0;0;644.59;01/10/2019;0
348517;30/06/2019;519;Rio de Janeiro;Masculino;39;4;1,119.;1;1;1;406.57;01/10/2019;0
348518;30/06/2019;734;Rio de Janeiro;Feminino;37;0;1,527.6;1;1;1;204.13;05/10/2019;0
348519;30/06/2019;763;Minas Gerais;Masculino;31;7;1,439.66;2;1;1;584.43;09/09/2019;1
348520;30/06/2019;733;São Paulo;Masculino;51;10;1,415.57;1;1;0;542.46;07/10/2019;0
348521;30/06/2019;650;São Paulo;Feminino;43;6;0.;2;1;1;67.92;03/10/2019;0
348522;30/06/2019;538;São Paulo;Feminino;33;5;0.;2;1;0;529.01;10/10/2019;0
348523;30/06/2019;577;São Paulo;Feminino;46;1;0.;1;1;1;661.46;11/10/2019;0
348524;30/06/2019;792;São Paulo;Masculino;30;8;0.;2;1;0;831.85;29/10/2019;0
348525;30/06/2019;686;São Paulo;Feminino;41;10;0.;1;1;1;601.14;11/07/2019;1
348526;30/06/2019;589;São Paulo;Masculino;29;2;0.;2;0;1;409.67;08/10/2019;0
348527;30/06/2019;530;São Paulo;Masculino;25;9;1,625.6;1;1;0;267.2;03/10/2019;0
348528;30/06/2019;778;Minas Gerais;Feminino;29;7;1,232.29;1;1;0;755.09;08/10/2019;0
348529;30/06/2019;616;Rio de Janeiro;Masculino;31;7;766.66;2;1;1;682.54;20/10/2019;0
348530;30/06/2019;550;São Paulo;Masculino;38;9;1,402.79;3;1;1;714.4;18/08/2019;1
348531;30/06/2019;655;São Paulo;Feminino;51;3;0.;2;0;1;65.84;28/10/2019;0
348532;30/06/2019;721;São Paulo;Masculino;46;1;1,157.64;2;0;0;428.96;12/10/2019;0
348533;30/06/2019;499;Minas Gerais;Masculino;36;5;1,311.43;2;1;0;728.83;29/10/2019;0
348534;30/06/2019;511;São Paulo;Masculino;45;5;683.75;1;1;0;804.83;13/07/2019;1
348535;30/06/2019;579;Minas Gerais;Feminino;39;5;1,178.33;3;0;0;24.3;28/07/2019;1
348536;30/06/2019;696;Rio de Janeiro;Feminino;36;7;0.;2;1;1;342.91;06/10/2019;0
348537;30/06/2019;681;São Paulo;Masculino;34;7;0.;2;0;0;544.53;02/10/2019;0
348538;30/06/2019;815;São Paulo;Masculino;45;7;0.;1;0;1;220.36;12/09/2019;1
348539;30/06/2019;681;Rio de Janeiro;Masculino;30;2;1,110.93;1;1;0;287.44;30/10/2019;0
348540;30/06/2019;641;Rio de Janeiro;Masculino;42;9;1,326.58;1;1;0;147.36;14/10/2019;0
348541;30/06/2019;591;São Paulo;Feminino;56;9;1,288.82;1;1;1;817.67;18/09/2019;1
348542;30/06/2019;565;Minas Gerais;Masculino;59;9;691.3;1;1;1;711.27;12/10/2019;0
348543;30/06/2019;487;São Paulo;Masculino;37;6;0.;2;1;1;526.99;20/10/2019;0
348544;30/06/2019;729;São Paulo;Masculino;39;4;1,214.05;1;1;1;665.08;06/10/2019;0
348545;30/06/2019;505;Rio de Janeiro;Feminino;45;9;1,313.55;3;1;0;814.15;21/07/2019;1
348546;30/06/2019;580;São Paulo;Feminino;35;1;1,020.97;1;0;1;701.19;21/10/2019;0
348547;30/06/2019;642;São Paulo;Masculino;40;1;1,548.63;1;1;1;575.22;04/10/2019;0
348548;30/06/2019;850;Rio de Janeiro;Feminino;41;3;999.46;2;1;0;296.58;09/10/2019;0
348549;30/06/2019;616;Minas Gerais;Masculino;39;2;1,217.04;2;1;0;231.48;06/10/2019;0
348550;30/06/2019;526;Rio de Janeiro;Feminino;43;3;0.;2;1;0;132.1;13/10/2019;0
348551;30/06/2019;523;Minas Gerais;Masculino;35;8;1,387.83;1;1;1;775.5;09/10/2019;0
348552;30/06/2019;663;São Paulo;Masculino;35;9;0.;2;1;1;814.92;13/10/2019;0
348553;30/06/2019;840;São Paulo;Masculino;30;8;1,362.92;1;1;0;225.47;16/10/2019;0
348554;30/06/2019;570;Minas Gerais;Masculino;42;0;1,078.57;2;1;0;531.37;27/10/2019;0
348555;30/06/2019;676;Minas Gerais;Feminino;26;1;1,083.49;1;0;0;250.97;29/08/2019;1
348556;30/06/2019;689;São Paulo;Masculino;47;1;938.72;3;1;0;653.66;07/07/2019;1
